chr	start	end	length	abs_summit	pileup	-LOG10(pvalue)	fold_enrichment	-LOG10(qvalue)	name
chr6	27814793	27815230	438	27815019	32	29.52842	11.92867	25.39683	o2_uniq_peak_1182
chr6	28223761	28224119	359	28223913	16	13.82609	7.80666	10.02559	o2_uniq_peak_1183
chr6	28436245	28436607	363	28436422	12	10.40583	6.62947	6.71694	o2_uniq_peak_1184
chr6	30682900	30683385	486	30683176	41	48.66471	19.28703	44.26601	o2_uniq_peak_1185
chr6	32685171	32685471	301	32685423	22	7.53095	3.48816	3.98884	o2_uniq_peak_1186
chr6	33636694	33637108	415	33636884	35	27.4542	9.86392	23.35872	o2_uniq_peak_1187
chr6	37393358	37393712	355	37393552	28	29.38137	13.31724	25.25184	o2_uniq_peak_1188
chr6	38963123	38963568	446	38963338	33	22.48298	8.02175	18.48121	o2_uniq_peak_1189
chr6	40091290	40091741	452	40091505	32	29.52842	11.92867	25.39683	o2_uniq_peak_1190
chr6	43430340	43430649	310	43430520	24	9.84344	4.18544	6.18199	o2_uniq_peak_1191
chr6	43590348	43590643	296	43590489	13	6.68146	4.17256	3.20473	o2_uniq_peak_1192
chr6	43763257	43763557	301	43763396	16	11.07294	6.14508	7.36224	o2_uniq_peak_1193
chr6	44027760	44028235	476	44028024	75	76.89702	19.26943	72.14531	o2_uniq_peak_1194
chr6	44382376	44382781	406	44382564	29	13.60919	5.02252	9.81773	o2_uniq_peak_1195
chr6	46240189	46240667	479	46240439	37	34.10973	12.65836	29.90392	o2_uniq_peak_1196
chr6	47228639	47228989	351	47228806	20	12.66859	6.15089	8.90764	o2_uniq_peak_1197
chr6	47901952	47902335	384	47902157	22	13.77929	6.30195	9.98084	o2_uniq_peak_1198
chr6	48433957	48434252	296	48434065	9	7.11075	5.0996	3.59621	o2_uniq_peak_1199
chr6	49166192	49166610	419	49166401	22	17.61893	8.40335	13.71691	o2_uniq_peak_1200
chr6	54114929	54115237	309	54115076	15	13.76398	8.02158	9.96659	o2_uniq_peak_1201
chr6	56408343	56408700	358	56408536	25	19.67054	8.69787	15.72307	o2_uniq_peak_1202
chr6	58208093	58208388	296	58208314	7	4.64471	3.77582	1.48327	o2_uniq_peak_1203
chr6	63919361	63919680	320	63919504	20	13.39738	6.54603	9.61132	o2_uniq_peak_1204
chr6	64936873	64937301	429	64937085	24	11.85394	5.02162	8.11556	o2_uniq_peak_1205
chr6	66562379	66562905	527	66562641	77	76.6357	18.40283	71.88651	o2_uniq_peak_1206
chr6	67712769	67713064	296	67712937	227	19.81068	1.95917	15.85956	o2_uniq_peak_1207
chr6	68365686	68366029	344	68365857	22	16.0456	7.51425	12.18563	o2_uniq_peak_1208
chr6	68685757	68686263	507	68685999	81	89.11202	22.46782	84.19316	o2_uniq_peak_1209
chr6	68767374	68767815	442	68767585	48	45.55617	14.60395	41.19582	o2_uniq_peak_1210
chr6	68814755	68815149	395	68814941	34	24.6554	8.78546	20.60701	o2_uniq_peak_1211
chr6	69164677	69165208	532	69164934	37	33.65623	12.41485	29.4571	o2_uniq_peak_1212
chr6	76746118	76746617	500	76746382	64	71.38456	21.23593	66.70241	o2_uniq_peak_1213
chr6	79151082	79151485	404	79151280	33	19.75542	6.8294	15.80545	o2_uniq_peak_1214
chr6	79527261	79527647	387	79527411	14	4.9189	3.10733	1.70134	o2_uniq_peak_1215
chr6	84408687	84409035	349	84408874	22	12.73116	5.7733	8.96548	o2_uniq_peak_1216
chr6	85519282	85519781	500	85519518	19	19.12923	10.19919	15.1949	o2_uniq_peak_1217
chr6	86174356	86174879	524	86174633	69	65.74072	16.51536	61.13583	o2_uniq_peak_1218
chr6	87004794	87005255	462	87005026	36	22.62917	7.43199	18.62207	o2_uniq_peak_1219
chr6	89201304	89201740	437	89201506	17	11.24616	6.0216	7.52784	o2_uniq_peak_1220
chr6	93718906	93719201	296	93719032	19	8.02943	4.01729	4.45618	o2_uniq_peak_1221
chr6	99139797	99140112	316	99139953	21	7.78027	3.68318	4.21918	o2_uniq_peak_1222
chr6	103553525	103553878	354	103553676	35	18.503	5.99508	14.58343	o2_uniq_peak_1223
chr6	103580899	103581240	342	103581052	25	19.67054	8.69787	15.72307	o2_uniq_peak_1224
chr6	103624438	103624736	299	103624584	15	12.66488	7.34744	8.9041	o2_uniq_peak_1225
chr6	107381864	107382180	317	107382004	14	8.44296	5.018	4.84432	o2_uniq_peak_1226
chr6	111406895	111407344	450	111407136	45	34.02704	10.14806	29.82244	o2_uniq_peak_1227
chr6	112817261	112817855	595	112817546	143	182.66315	36.14588	176.60539	o2_uniq_peak_1228
chr6	114629738	114630133	396	114629922	35	20.21201	6.64684	16.25577	o2_uniq_peak_1229
chr6	115923326	115923636	311	115923496	12	7.72356	4.96327	4.16677	o2_uniq_peak_1230
chr6	117956041	117956338	298	117956297	11	6.41961	4.3377	2.96719	o2_uniq_peak_1231
chr6	121697524	121697879	356	121697691	26	16.46512	6.77735	12.59212	o2_uniq_peak_1232
chr6	124146597	124146892	296	124146760	17	8.00578	4.27651	4.438	o2_uniq_peak_1233
chr6	124369685	124370077	393	124369858	25	10.56547	4.35285	6.87134	o2_uniq_peak_1234
chr6	125084329	125084683	355	125084499	25	19.67054	8.69787	15.72307	o2_uniq_peak_1235
chr6	125190090	125190652	563	125190281	29	24.29824	10.036	20.259	o2_uniq_peak_1236
chr6	125893543	125893893	351	125893735	18	9.82336	5.04323	6.16346	o2_uniq_peak_1237
chr6	128314869	128315164	296	128315004	24	11.85394	5.02162	8.11556	o2_uniq_peak_1238
chr6	128583820	128584342	523	128584112	37	42.12328	17.2174	37.80771	o2_uniq_peak_1239
chr6	129028693	129029013	321	129028871	12	6.53836	4.24719	3.07297	o2_uniq_peak_1240
chr6	130053966	130054290	325	130054197	10	5.58201	3.97623	2.22845	o2_uniq_peak_1241
chr6	131141940	131142253	314	131142114	20	10.97103	5.27127	7.26749	o2_uniq_peak_1242
chr6	131926677	131927113	437	131926894	40	38.01294	13.6577	33.75217	o2_uniq_peak_1243
chr6	132516843	132517289	447	132517084	40	28.54735	9.04501	24.43392	o2_uniq_peak_1244
chr6	132782216	132782544	329	132782419	27	13.98584	5.46693	10.18025	o2_uniq_peak_1245
chr6	133524546	133524897	352	133524690	26	24.11908	10.92217	20.08371	o2_uniq_peak_1246
chr6	133686248	133686581	334	133686427	17	16.25719	9.02428	12.39161	o2_uniq_peak_1247
chr6	133816646	133817057	412	133816797	12	7.6336	4.90811	4.08272	o2_uniq_peak_1248
chr6	137862491	137862973	483	137862711	54	44.4626	12.13355	40.11663	o2_uniq_peak_1249
chr6	138659734	138660266	533	138660010	101	132.37233	34.12241	126.91042	o2_uniq_peak_1250
chr6	139977295	139977676	382	139977502	29	19.43239	7.53039	15.49076	o2_uniq_peak_1251
chr6	141424550	141424915	366	141424813	10	6.33714	4.44977	2.88969	o2_uniq_peak_1252
chr6	145075952	145076418	467	145076162	43	34.8005	11.04458	30.58528	o2_uniq_peak_1253
chr6	145231090	145231464	375	145231264	18	14.50087	7.68597	10.68176	o2_uniq_peak_1254
chr6	145282667	145283040	374	145282826	14	7.49038	4.4706	3.94939	o2_uniq_peak_1255
chr6	145992519	145992909	391	145992627	13	5.49464	3.51418	2.15256	o2_uniq_peak_1256
chr6	146033084	146033560	477	146033316	66	74.4025	21.88934	69.6833	o2_uniq_peak_1257
chr6	146243338	146243636	299	146243471	20	9.65658	4.63281	5.99958	o2_uniq_peak_1258
chr6	148944066	148944361	296	148944211	20	10.99844	5.285	7.29276	o2_uniq_peak_1259
chr6	149354486	149354828	343	149354660	12	10.40583	6.62947	6.71694	o2_uniq_peak_1260
chr6	150685973	150686293	321	150686119	21	12.83845	6.02795	9.0675	o2_uniq_peak_1261
chr6	152126640	152127038	399	152126830	38	21.14886	6.49467	17.17249	o2_uniq_peak_1262
chr6	153772666	153773187	522	153772965	15	13.53281	7.88012	9.7429	o2_uniq_peak_1263
chr6	153785391	153785985	595	153785693	99	160.11356	50.99595	154.31026	o2_uniq_peak_1264
chr6	153879631	153879961	331	153879818	20	8.75638	4.21816	5.14176	o2_uniq_peak_1265
chr6	154020831	154021397	567	154021082	102	103.93584	20.68907	98.82767	o2_uniq_peak_1266
chr6	155067494	155067789	296	155067712	16	10.05486	5.55401	6.38818	o2_uniq_peak_1267
chr6	155660952	155661264	313	155661111	16	13.48993	7.60113	9.70266	o2_uniq_peak_1268
chr6	156420522	156420837	316	156420658	15	5.3393	3.21384	2.02981	o2_uniq_peak_1269
chr6	157029423	157029768	346	157029586	19	15.79895	8.18801	11.94392	o2_uniq_peak_1270
chr6	159623790	159624278	489	159624045	35	31.65777	12.04321	27.49052	o2_uniq_peak_1271
chr6	159726622	159726966	345	159726801	24	19.25689	8.75729	15.3211	o2_uniq_peak_1272
chr6	160019085	160019423	339	160019240	18	11.96627	6.20743	8.22328	o2_uniq_peak_1273
chr6	160040613	160040908	296	160040750	18	10.63087	5.47074	6.93573	o2_uniq_peak_1274
chr6	160237127	160237636	510	160237378	60	62.3379	18.34136	57.77393	o2_uniq_peak_1275
chr6	161901273	161901603	331	161901428	17	11.24616	6.0216	7.52784	o2_uniq_peak_1276
chr6	163624845	163625140	296	163625010	11	9.27215	6.11951	5.63494	o2_uniq_peak_1277
chr6	163627561	163627892	332	163627731	15	12.66488	7.34744	8.9041	o2_uniq_peak_1278
chr6	164316529	164316895	367	164316728	26	14.21502	5.73306	10.40397	o2_uniq_peak_1279
chr6	164559700	164560082	383	164559923	20	10.32903	4.95461	6.64316	o2_uniq_peak_1280
chr6	165342196	165342791	596	165342613	16	11.07294	6.14507	7.36224	o2_uniq_peak_1281
chr6	165343025	165343470	446	165343235	30	23.37159	9.23923	19.34907	o2_uniq_peak_1282
chr6	167961325	167961761	437	167961530	38	27.77615	9.20142	23.67577	o2_uniq_peak_1283
chr7	514357	514717	361	514541	15	13.98962	8.15935	10.18233	o2_uniq_peak_1284
chr7	2614503	2614936	434	2614716	31	35.91384	16.04317	31.68389	o2_uniq_peak_1285
chr7	3364940	3365290	351	3365101	14	12.76659	7.64939	8.99801	o2_uniq_peak_1286
chr7	4551587	4552094	508	4551850	51	38.41538	10.44497	34.14727	o2_uniq_peak_1287
chr7	4796230	4796553	324	4796392	20	14.20594	6.99541	10.39507	o2_uniq_peak_1288
chr7	5128920	5129462	543	5129192	74	70.05851	16.65392	65.39604	o2_uniq_peak_1289
chr7	6308018	6308347	330	6308184	25	7.58996	3.26538	4.04171	o2_uniq_peak_1290
chr7	7145188	7145519	332	7145346	14	10.07828	5.99646	6.40984	o2_uniq_peak_1291
chr7	8113153	8113662	510	8113412	57	45.28516	11.65015	40.92859	o2_uniq_peak_1292
chr7	8697033	8697331	299	8697182	20	15.53507	7.75606	11.68582	o2_uniq_peak_1293
chr7	9198909	9199465	557	9199189	83	114.5109	34.80921	109.27393	o2_uniq_peak_1294
chr7	10093733	10094260	528	10094011	47	33.99863	9.64151	29.7948	o2_uniq_peak_1295
chr7	14774171	14774498	328	14774330	20	10.61838	5.0962	6.92348	o2_uniq_peak_1296
chr7	15053581	15054098	518	15053810	24	18.55294	8.36334	14.63161	o2_uniq_peak_1297
chr7	15550972	15551494	523	15551275	11	9.27215	6.11951	5.63494	o2_uniq_peak_1298
chr7	18229938	18230333	396	18230116	26	18.97679	8.04707	15.04463	o2_uniq_peak_1299
chr7	18736764	18737135	372	18736957	25	27.45713	13.25895	23.36074	o2_uniq_peak_1300
chr7	18777434	18777922	489	18777697	45	41.62738	13.70983	37.31902	o2_uniq_peak_1301
chr7	25869107	25869434	328	25869264	16	5.97697	3.4147	2.57147	o2_uniq_peak_1302
chr7	27342092	27342401	310	27342264	18	10.13395	5.20596	6.46065	o2_uniq_peak_1303
chr7	27603969	27604354	386	27604155	24	14.56439	6.27533	10.7419	o2_uniq_peak_1304
chr7	27854536	27855114	579	27854827	92	74.47639	13.34728	69.7555	o2_uniq_peak_1305
chr7	29419918	29420449	532	29420192	117	123.86638	23.03922	118.5146	o2_uniq_peak_1306
chr7	32068881	32069404	524	32069149	94	113.68255	28.31378	108.45437	o2_uniq_peak_1307
chr7	33231229	33231605	377	33231416	20	10.97103	5.27127	7.26749	o2_uniq_peak_1308
chr7	33897308	33897750	443	33897564	42	30.70961	9.48623	26.55832	o2_uniq_peak_1309
chr7	34061355	34061834	480	34061604	83	58.71562	10.54967	54.19598	o2_uniq_peak_1310
chr7	35196080	35196691	612	35196370	104	154.7874	44.59976	149.0488	o2_uniq_peak_1311
chr7	35400874	35401337	464	35401117	34	28.34646	10.61772	24.23489	o2_uniq_peak_1312
chr7	35913764	35914343	580	35914050	105	108.20071	21.29166	103.0438	o2_uniq_peak_1313
chr7	36973873	36974250	378	36974054	23	19.44347	9.16297	15.50167	o2_uniq_peak_1314
chr7	37804606	37805018	413	37804814	27	18.74406	7.67194	14.81731	o2_uniq_peak_1315
chr7	39755683	39756050	368	39755854	33	16.79758	5.66202	12.91645	o2_uniq_peak_1316
chr7	40324095	40324454	360	40324249	17	10.07547	5.36472	6.40723	o2_uniq_peak_1317
chr7	41794128	41794463	336	41794311	13	7.37525	4.57389	3.83909	o2_uniq_peak_1318
chr7	42880853	42881148	296	42881031	11	8.29873	5.51058	4.7091	o2_uniq_peak_1319
chr7	44728236	44728638	403	44728434	51	32.50298	8.25485	28.32184	o2_uniq_peak_1320
chr7	46081604	46081899	296	46081742	11	9.10606	6.01619	5.48085	o2_uniq_peak_1321
chr7	49140277	49140899	623	49140600	266	190.16336	12.19903	184.05148	o2_uniq_peak_1322
chr7	49510866	49511425	560	49511166	123	105.67511	15.57333	100.5488	o2_uniq_peak_1323
chr7	49758695	49759046	352	49758874	24	19.74984	9.03687	15.80142	o2_uniq_peak_1324
chr7	51248847	51249151	305	51248987	14	12.76659	7.64939	8.99801	o2_uniq_peak_1325
chr7	52498667	52499135	469	52498886	39	36.80652	13.38134	32.56287	o2_uniq_peak_1326
chr7	53022278	53022575	298	53022469	11	7.25291	4.8543	3.72939	o2_uniq_peak_1327
chr7	54122675	54123013	339	54122840	15	13.98962	8.15935	10.18233	o2_uniq_peak_1328
chr7	54240749	54241157	409	54240955	36	16.95177	5.31021	13.06709	o2_uniq_peak_1329
chr7	57382444	57382921	478	57382677	33	28.66129	11.10802	24.54566	o2_uniq_peak_1330
chr7	58387889	58388184	296	58388068	11	7.84889	5.22787	4.28621	o2_uniq_peak_1331
chr7	58900842	58901137	296	58901096	14	7.49038	4.4706	3.94939	o2_uniq_peak_1332
chr7	61532719	61533296	578	61532967	162	209.51419	38.4572	203.18217	o2_uniq_peak_1333
chr7	63919458	63919952	495	63919727	50	43.24721	12.80167	38.9165	o2_uniq_peak_1334
chr7	66802289	66802805	517	66802546	62	87.87003	31.58498	82.96649	o2_uniq_peak_1335
chr7	66889488	66889939	452	66889725	22	21.26894	10.56195	17.28926	o2_uniq_peak_1336
chr7	68416393	68416837	445	68416601	25	13.828	5.73586	10.02704	o2_uniq_peak_1337
chr7	69004096	69004485	390	69004281	23	17.82464	8.2371	13.91805	o2_uniq_peak_1338
chr7	69651133	69651602	470	69651400	26	24.8077	11.32686	20.75815	o2_uniq_peak_1339
chr7	69783333	69783843	511	69783599	48	24.44793	6.15398	20.40735	o2_uniq_peak_1340
chr7	71612816	71613211	396	71613006	19	13.78588	7.00583	9.98643	o2_uniq_peak_1341
chr7	72038845	72039358	514	72039101	65	77.65202	24.11398	72.89109	o2_uniq_peak_1342
chr7	72618001	72618575	575	72618284	48	63.81187	24.85362	59.23093	o2_uniq_peak_1343
chr7	74398445	74398740	296	74398590	14	7.77703	4.63321	4.21849	o2_uniq_peak_1344
chr7	74489178	74489647	470	74489397	39	34.02733	11.92159	29.82244	o2_uniq_peak_1345
chr7	76420375	76420853	479	76420591	82	62.76382	11.91209	58.19583	o2_uniq_peak_1346
chr7	79286031	79286593	563	79286339	76	77.88296	19.32801	73.11594	o2_uniq_peak_1347
chr7	82328584	82328884	301	82328793	11	9.27215	6.11951	5.63494	o2_uniq_peak_1348
chr7	82666276	82666692	417	82666480	30	25.04575	10.12791	20.99208	o2_uniq_peak_1349
chr7	83264338	83264646	309	83264486	21	9.50311	4.41902	5.85017	o2_uniq_peak_1350
chr7	86885597	86886308	712	86886063	86	100.96758	25.92946	95.89362	o2_uniq_peak_1351
chr7	88885660	88886152	493	88885899	62	58.66138	15.81382	54.14231	o2_uniq_peak_1352
chr7	92650543	92651007	465	92650763	41	33.39443	10.97664	29.20027	o2_uniq_peak_1353
chr7	93084379	93084854	476	93084611	50	43.24721	12.80167	38.9165	o2_uniq_peak_1354
chr7	95755142	95755522	381	95755325	27	20.62777	8.64866	16.66013	o2_uniq_peak_1355
chr7	96437746	96438170	425	96437936	30	24.51786	9.84386	20.47586	o2_uniq_peak_1356
chr7	97891295	97891744	450	97891511	44	30.14873	8.78614	26.00802	o2_uniq_peak_1357
chr7	98166131	98166718	588	98166404	82	76.5264	16.67177	71.77832	o2_uniq_peak_1358
chr7	99848349	99848689	341	99848517	18	13.63832	7.17338	9.84494	o2_uniq_peak_1359
chr7	101117112	101117562	451	101117325	34	30.39947	11.70867	26.25187	o2_uniq_peak_1360
chr7	102645953	102646347	395	102646160	29	26.8243	11.45371	22.73962	o2_uniq_peak_1361
chr7	104805598	104805963	366	104805755	17	15.01193	8.26587	11.17786	o2_uniq_peak_1362
chr7	108838749	108839170	422	108838963	26	22.47714	9.97207	18.47592	o2_uniq_peak_1363
chr7	111086415	111086909	495	111086659	54	45.61254	12.62556	41.25126	o2_uniq_peak_1364
chr7	111129634	111129960	327	111129796	25	12.67204	5.22248	8.90961	o2_uniq_peak_1365
chr7	111652204	111652521	318	111652345	15	13.34905	7.7675	9.56466	o2_uniq_peak_1366
chr7	112519370	112519665	296	112519516	27	11.99296	4.66284	8.24971	o2_uniq_peak_1367
chr7	113582841	113583357	517	113583125	30	16.99424	6.22681	13.10734	o2_uniq_peak_1368
chr7	114506921	114507227	307	114507068	16	10.96291	6.08037	7.2622	o2_uniq_peak_1369
chr7	118187863	118188277	415	118188031	16	7.69787	4.26722	4.14171	o2_uniq_peak_1370
chr7	119799082	119799534	453	119799285	53	40.67389	10.84669	36.37798	o2_uniq_peak_1371
chr7	120173492	120173918	427	120173671	26	11.83048	4.72812	8.09729	o2_uniq_peak_1372
chr7	120201402	120201835	434	120201620	49	20.69229	5.02433	16.72433	o2_uniq_peak_1373
chr7	120894501	120894887	387	120894690	28	22.05282	9.12348	18.05717	o2_uniq_peak_1374
chr7	120983484	120983852	369	120983662	28	22.05282	9.12348	18.05717	o2_uniq_peak_1375
chr7	121577225	121577570	346	121577398	13	11.57136	7.13943	7.84181	o2_uniq_peak_1376
chr7	121621986	121622413	428	121622164	13	5.49464	3.51418	2.15256	o2_uniq_peak_1377
chr7	123300206	123300616	411	123300410	26	16.46512	6.77735	12.59212	o2_uniq_peak_1378
chr7	125118936	125119410	475	125119151	22	22.88	11.53103	18.86744	o2_uniq_peak_1379
chr7	125120588	125120883	296	125120758	11	7.25291	4.8543	3.72939	o2_uniq_peak_1380
chr7	126263755	126264050	296	126264040	9	6.97434	5.01349	3.47265	o2_uniq_peak_1381
chr7	127724698	127725087	390	127724906	19	10.22066	5.0709	6.54378	o2_uniq_peak_1382
chr7	131715617	131716064	448	131715858	17	16.51266	9.17927	12.63737	o2_uniq_peak_1383
chr7	131900713	131901172	460	131900916	54	29.71837	6.90753	25.58508	o2_uniq_peak_1384
chr7	132064371	132064913	543	132064624	84	80.54642	17.60821	75.74378	o2_uniq_peak_1385
chr7	132169029	132169557	529	132169263	62	72.48497	22.77292	67.79122	o2_uniq_peak_1386
chr7	134422268	134422747	480	134422517	70	69.49793	17.82193	64.84338	o2_uniq_peak_1387
chr7	134852115	134852417	303	134852270	18	9.97671	5.1233	6.31253	o2_uniq_peak_1388
chr7	135892852	135893152	301	135893015	16	12.29888	6.87692	8.54557	o2_uniq_peak_1389
chr7	136334435	136334842	408	136334612	13	11.57136	7.13943	7.84181	o2_uniq_peak_1390
chr7	140422331	140422807	477	140422565	53	26.11101	6.02884	22.03799	o2_uniq_peak_1391
chr7	140429977	140430292	316	140430177	23	11.05264	4.82075	7.34321	o2_uniq_peak_1392
chr7	141545253	141545615	363	141545410	27	21.95405	9.36694	17.95942	o2_uniq_peak_1393
chr7	141577079	141577393	315	141577254	17	11.24616	6.0216	7.52784	o2_uniq_peak_1394
chr7	142178406	142178701	296	142178627	23	11.05264	4.82075	7.34321	o2_uniq_peak_1395
chr7	142629191	142629664	474	142629445	35	29.17152	10.72943	25.04474	o2_uniq_peak_1396
chr7	142882073	142882418	346	142882230	23	15.84387	7.15295	11.98744	o2_uniq_peak_1397
chr7	143119235	143119699	465	143119483	50	32.77891	8.53829	28.5951	o2_uniq_peak_1398
chr7	143823837	143824174	338	143824000	36	19.46267	6.19445	15.51942	o2_uniq_peak_1399
chr7	144566967	144567281	315	144567130	23	10.14598	4.43123	6.47223	o2_uniq_peak_1400
chr7	146120228	146120725	498	146120491	37	38.96023	15.37195	34.68756	o2_uniq_peak_1401
chr7	147131762	147132087	326	147131941	20	10.97103	5.27127	7.26749	o2_uniq_peak_1402
chr7	147236915	147237220	306	147237091	20	19.61698	10.19484	15.67169	o2_uniq_peak_1403
chr7	150975733	150976143	411	150975933	25	19.67054	8.69787	15.72307	o2_uniq_peak_1404
chr7	151171329	151171740	412	151171547	45	37.16821	11.5466	32.9188	o2_uniq_peak_1405
chr7	152585920	152586380	461	152586147	35	30.5162	11.43158	26.36694	o2_uniq_peak_1406
chr7	156111721	156112020	300	156111866	14	8.44296	5.018	4.84432	o2_uniq_peak_1407
chr7	157398317	157398864	548	157398592	106	140.98505	35.79508	135.42299	o2_uniq_peak_1408
chr7	157476756	157477149	394	157476973	18	17.53948	9.52563	13.63836	o2_uniq_peak_1409
chr7	159357899	159358222	324	159358048	26	16.46512	6.77735	12.59212	o2_uniq_peak_1410
chr7	159563498	159564027	530	159563731	66	70.64295	19.96866	65.97533	o2_uniq_peak_1411
chr7	159753058	159753464	407	159753261	20	19.61698	10.19484	15.67169	o2_uniq_peak_1412
chr7	160030337	160030744	408	160030550	46	44.97846	15.0654	40.62592	o2_uniq_peak_1413
chr7	160255115	160255574	460	160255335	56	48.47889	13.26396	44.08209	o2_uniq_peak_1414
chr7	162034947	162035429	483	162035182	49	41.2916	12.22113	36.98661	o2_uniq_peak_1415
chr7	162046921	162047656	736	162047369	38	28.06206	9.33104	23.9541	o2_uniq_peak_1416
chr7	163984047	163984469	423	163984212	25	8.91908	3.7315	5.30015	o2_uniq_peak_1417
chr7	164695241	164695760	520	164695480	78	111.01241	35.79408	105.82066	o2_uniq_peak_1418
chr7	164948279	164948721	443	164948502	29	24.22046	9.99344	20.18407	o2_uniq_peak_1419
chr7	165754000	165754425	426	165754207	57	49.7246	13.49666	45.31318	o2_uniq_peak_1420
chr7	165806984	165807464	481	165807230	41	40.12082	14.41493	35.83237	o2_uniq_peak_1421
chr7	165838359	165838757	399	165838555	36	16.95177	5.31021	13.06709	o2_uniq_peak_1422
chr7	167342843	167343345	503	167343087	61	64.42929	18.97803	59.84013	o2_uniq_peak_1423
chr7	170113856	170114178	323	170114022	26	17.25778	7.16669	13.36695	o2_uniq_peak_1424
chr7	172399296	172399733	438	172399523	66	31.97003	6.12085	27.79765	o2_uniq_peak_1425
chr7	173221504	173221916	413	173221720	24	14.04465	6.02387	10.23664	o2_uniq_peak_1426
chr7	173517098	173517564	467	173517348	27	26.87968	12.19835	22.79158	o2_uniq_peak_1427
chr8	1745846	1746213	368	1746018	28	8.14843	3.23771	4.57204	o2_uniq_peak_1428
chr8	2325891	2326255	365	2326112	14	8.24148	4.9006	4.65504	o2_uniq_peak_1429
chr8	7478930	7479411	482	7479159	67	92.06985	31.22663	87.11297	o2_uniq_peak_1430
chr8	7997915	7998242	328	7998070	29	18.47215	7.07801	14.55288	o2_uniq_peak_1431
chr8	11915672	11915969	298	11915809	13	9.89039	6.09918	6.22805	o2_uniq_peak_1432
chr8	11917523	11917818	296	11917659	14	8.44296	5.018	4.84432	o2_uniq_peak_1433
chr8	13159990	13160318	329	13160141	18	16.2211	8.72509	12.35684	o2_uniq_peak_1434
chr8	13440624	13441126	503	13440879	41	35.27619	11.89161	31.05308	o2_uniq_peak_1435
chr8	13907076	13907494	419	13907253	18	4.78601	2.72686	1.59454	o2_uniq_peak_1436
chr8	14952493	14952976	484	14952722	48	40.78917	12.29964	36.48938	o2_uniq_peak_1437
chr8	16444539	16444983	445	16444735	23	17.45226	8.0288	13.5552	o2_uniq_peak_1438
chr8	18823191	18823627	437	18823425	34	24.6554	8.78546	20.60701	o2_uniq_peak_1439
chr8	20449262	20449829	568	20449525	87	93.76891	22.08915	88.78901	o2_uniq_peak_1440
chr8	21717033	21717344	312	21717175	19	12.95558	6.53413	9.18023	o2_uniq_peak_1441
chr8	23591324	23591828	505	23591577	36	24.47204	8.21593	20.43119	o2_uniq_peak_1442
chr8	24218706	24219158	453	24218935	31	28.70268	11.81875	24.58581	o2_uniq_peak_1443
chr8	25295135	25295566	432	25295329	24	18.63757	8.41035	14.71319	o2_uniq_peak_1444
chr8	26752488	26752947	460	26752705	56	41.72403	10.52416	37.41535	o2_uniq_peak_1445
chr8	27643530	27643970	441	27643747	48	40.78917	12.29964	36.48938	o2_uniq_peak_1446
chr8	34865768	34866208	441	34866004	45	35.64038	10.85295	31.41359	o2_uniq_peak_1447
chr8	36598029	36598430	402	36598237	35	25.73797	9.03647	21.67096	o2_uniq_peak_1448
chr8	38403683	38403983	301	38403936	14	8.00375	4.76316	4.43633	o2_uniq_peak_1449
chr8	42575429	42575951	523	42575708	93	130.88457	38.02534	125.44125	o2_uniq_peak_1450
chr8	42999333	42999696	364	42999500	31	26.23775	10.45461	22.16205	o2_uniq_peak_1451
chr8	44897258	44897828	571	44897554	151	162.96849	25.31257	157.12283	o2_uniq_peak_1452
chr8	44984944	44985359	416	44985138	30	14.40647	5.18994	10.58904	o2_uniq_peak_1453
chr8	45740513	45740808	296	45740646	28	16.53092	6.39769	12.65512	o2_uniq_peak_1454
chr8	47566507	47566955	449	47566738	37	20.34748	6.36186	16.38814	o2_uniq_peak_1455
chr8	47895310	47895819	510	47895560	46	46.21994	15.72307	41.8511	o2_uniq_peak_1456
chr8	48060882	48061405	524	48061144	51	38.41538	10.44497	34.14727	o2_uniq_peak_1457
chr8	51805925	51806414	490	51806135	41	21.09086	6.0278	17.11611	o2_uniq_peak_1458
chr8	51925843	51926371	529	51926087	85	48.85276	7.85662	44.45223	o2_uniq_peak_1459
chr8	56969495	56970018	524	56969775	113	87.14487	12.72755	82.25304	o2_uniq_peak_1460
chr8	57209315	57209610	296	57209463	21	13.32373	6.2813	9.53979	o2_uniq_peak_1461
chr8	58011951	58012432	482	58012175	23	17.45226	8.0288	13.5552	o2_uniq_peak_1462
chr8	58543783	58544309	527	58544035	47	33.99863	9.64151	29.7948	o2_uniq_peak_1463
chr8	60315065	60315375	311	60315199	12	8.20278	5.25882	4.61822	o2_uniq_peak_1464
chr8	60481518	60482050	533	60481783	85	90.83412	21.58712	85.89006	o2_uniq_peak_1465
chr8	61386319	61386794	476	61386537	53	14.32391	3.39211	10.51025	o2_uniq_peak_1466
chr8	63042962	63043375	414	63043172	23	18.59774	8.6754	14.67373	o2_uniq_peak_1467
chr8	63115749	63116242	494	63115993	93	117.40151	30.71042	112.12339	o2_uniq_peak_1468
chr8	63426271	63426768	498	63426530	24	25.29521	12.31269	21.23887	o2_uniq_peak_1469
chr8	66988847	66989313	467	66989067	32	31.48017	13.03875	27.31694	o2_uniq_peak_1470
chr8	67170642	67171029	388	67170831	35	27.61647	9.94414	23.51914	o2_uniq_peak_1471
