gid	n_mu	mid	sids	n_mu_p	fam	fam_size	fam_idx	fam_idx_size	tf	gid_W22	map_type	ttype	impact	eff
Zm00001d002350	1	mu1066382	UFMu-08573	1	NA	NA	NA	NA	FALSE	Zm00004b006341,Zm00004b006342	Many-to-Many	mRNA	moderate	conservative_inframe_insertion
Zm00001d002356	3	mu1032741|mu1047116|mu1076444	UFMu-02884|UFMu-06119|UFMu-09344	>=3	NA	NA	NA	NA	FALSE	Zm00004b006346	One-to-One	mRNA	modifier	intron_variant
Zm00001d002366	1	mu1089749	UFMu-11224	1	NA	NA	NA	NA	FALSE	Zm00004b006355	One-to-One	mRNA	modifier	intron_variant
Zm00001d002384	3	mu1037773|mu1051215|mu1080787	UFMu-04198|UFMu-06504|UFMu-09641	>=3	NA	NA	NA	NA	FALSE	Zm00004b006371	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d002387	3	mu1029894|mu1040790|mu1047125	UFMu-02892|UFMu-04543|UFMu-06518	>=3	NA	NA	NA	NA	FALSE	Zm00004b006374	One-to-One	mRNA	moderate	missense_variant
Zm00001d002405	1	mu1047133	UFMu-06453	1	WRKY	121	1	1/121	TRUE	Zm00004b006387	One-to-One	mRNA	moderate	missense_variant
Zm00001d002408	2	mu1070164|mu1089777	UFMu-02623,UFMu-04492|UFMu-12009	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	transcript_ablation
Zm00001d002411	1	mu1052214	UFMu-06688	1	NA	NA	NA	NA	FALSE	Zm00004b006392	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d002420	1	mu1047138	UFMu-06406	1	NA	NA	NA	NA	FALSE	Zm00004b006400	One-to-One	mRNA	moderate	missense_variant
Zm00001d002421	3	mu1017626|mu1017626|mu1019368	UFMu-01014,UFMu-03236,UFMu-06472|UFMu-09515|UFMu-01129,UFMu-02602	>=3	NA	NA	NA	NA	FALSE	Zm00004b006401	One-to-One	mRNA	low	synonymous_variant
Zm00001d002422	1	mu1066398	UFMu-08589	1	NA	NA	NA	NA	FALSE	Zm00004b006402	One-to-One	mRNA	low	synonymous_variant
Zm00001d002425	1	mu1076459	UFMu-08952	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	frameshift_variant
Zm00001d002426	1	mu1055705	UFMu-07539	1	NA	NA	NA	NA	FALSE	Zm00004b006407,Zm00004b006408	Many-to-One	mRNA	moderate	missense_variant
Zm00001d002427	2	mu1066399|mu1083086	UFMu-08475|UFMu-10416	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	frameshift_variant
Zm00001d002428	1	mu1089781	UFMu-12112	1	NA	NA	NA	NA	FALSE	Zm00004b006409	One-to-One	mRNA	moderate	missense_variant
Zm00001d002444	1	mu1013830	UFMu-02156	1	NA	NA	NA	NA	FALSE	Zm00004b006421	One-to-One	mRNA	high	frameshift_variant
Zm00001d002446	1	mu1017333	UFMu-02903,UFMu-05971,UFMu-07583	1	NA	NA	NA	NA	FALSE	Zm00004b006422	One-to-One	mRNA	moderate	missense_variant
Zm00001d002447	2	mu1059068|mu1066401	UFMu-07996|UFMu-08565	2	NA	NA	NA	NA	FALSE	Zm00004b006424	One-to-One	mRNA	high	stop_gained
Zm00001d002449	1	mu1047144	UFMu-06345	1	LFY	2	1	1/2	TRUE	Zm00004b006425	One-to-One	mRNA	moderate	missense_variant
Zm00001d002450	2	mu1007064|mu1068720	UFMu-00531|UFMu-08361	2	NA	NA	NA	NA	FALSE	Zm00004b006426	One-to-One	mRNA	low	splice_region_variant
Zm00001d002462	1	mu1089794	UFMu-12680	1	NA	NA	NA	NA	FALSE	Zm00004b006438	One-to-One	mRNA	non-syntenic	splice_acceptor_variant
Zm00001d002476	1	mu1040723	UFMu-04305	1	MYB	163	3	3/163	TRUE	Zm00004b006448	One-to-One	mRNA	moderate	missense_variant
Zm00001d002477	1	mu1083091	UFMu-10002	1	NA	NA	NA	NA	FALSE	Zm00004b006449	One-to-One	mRNA	high	frameshift_variant
Zm00001d002490	2	mu1013847|mu1089807	UFMu-02263|UFMu-11366	2	NA	NA	NA	NA	FALSE	Zm00004b006463	One-to-One	mRNA	low	splice_region_variant
Zm00001d002530	1	mu1052231	UFMu-06591	1	NA	NA	NA	NA	FALSE	Zm00004b006498	One-to-One	mRNA	moderate	missense_variant
Zm00001d002531	1	mu1089833	UFMu-12278	1	NA	NA	NA	NA	FALSE	Zm00004b006499	One-to-One	mRNA	modifier	intron_variant
Zm00001d002533	1	mu1039782	UFMu-03782	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d002534	4	mu1013869|mu1073910|mu1080292|mu1084623	UFMu-01649|UFMu-04791|UFMu-04791|UFMu-09998	>=3	NA	NA	NA	NA	FALSE	Zm00004b006502	One-to-One	mRNA	high	frameshift_variant
Zm00001d002536	2	mu1059080|mu1083097	UFMu-07845|UFMu-10548	2	NA	NA	NA	NA	FALSE	Zm00004b006504	One-to-One	mRNA	moderate	missense_variant
Zm00001d002539	1	mu1052237	UFMu-06548	1	NA	NA	NA	NA	FALSE	Zm00004b006507	One-to-One	mRNA	moderate	missense_variant
Zm00001d002541	1	mu1032506	UFMu-02899	1	NA	NA	NA	NA	FALSE	Zm00004b006509	One-to-One	mRNA	moderate	missense_variant
Zm00001d002543	1	mu1066429	UFMu-08380,UFMu-11117	1	NA	NA	NA	NA	FALSE	Zm00004b006511	One-to-One	mRNA	high	start_lost
Zm00001d002545	1	mu1040802	UFMu-04712	1	MYB_related	109	4	4/109	TRUE	Zm00004b006514	One-to-One	mRNA	moderate	missense_variant
Zm00001d002546	1	mu1071707	UFMu-01861	1	NA	NA	NA	NA	FALSE	Zm00004b006515	One-to-One	mRNA	low	synonymous_variant
Zm00001d002548	1	mu1052241	UFMu-07071	1	NA	NA	NA	NA	FALSE	Zm00004b006517	One-to-One	mRNA	low	synonymous_variant
Zm00001d002560	1	mu1052174	UFMu-06843	1	NA	NA	NA	NA	FALSE	Zm00004b006525	One-to-One	mRNA	moderate	missense_variant
Zm00001d002564	1	mu1037811	UFMu-03775	1	NA	NA	NA	NA	FALSE	Zm00004b006528	One-to-One	mRNA	moderate	missense_variant
Zm00001d002572	1	mu1066441	UFMu-08691	1	NA	NA	NA	NA	FALSE	Zm00004b006534	One-to-Many	mRNA	modifier	5_prime_UTR_variant
Zm00001d002573	4	mu1035004|mu1037818|mu1044681|mu1066443	UFMu-03483|UFMu-03743|UFMu-05693|UFMu-08719	>=3	GRAS	81	2	2/81	TRUE	Zm00004b006535	One-to-One	mRNA	no_change	NA
Zm00001d002579	5	mu1013885|mu1013885|mu1040199|mu1080809|mu1089867	UFMu-01333|UFMu-14004|UFMu-03295|UFMu-09468|UFMu-13432	>=3	NA	NA	NA	NA	FALSE	Zm00004b006539	One-to-One	mRNA	moderate	missense_variant
Zm00001d002591	1	mu1037822	UFMu-04168	1	NA	NA	NA	NA	FALSE	Zm00004b006550	One-to-One	mRNA	moderate	missense_variant
Zm00001d002595	1	mu1013890	UFMu-02242	1	NA	NA	NA	NA	FALSE	Zm00004b006555	One-to-One	mRNA	high	frameshift_variant
Zm00001d002599	7	mu1007371|mu1037823|mu1044682|mu1052031|mu1059095|mu1059096|mu1076501	UFMu-00448|UFMu-03503|UFMu-05892|UFMu-06872|UFMu-07906|UFMu-07970|UFMu-08873	>=3	NA	NA	NA	NA	FALSE	Zm00004b006559	One-to-One	mRNA	high	frameshift_variant
Zm00001d002603	2	mu1013891|mu1037824	UFMu-01251|UFMu-04043	2	NA	NA	NA	NA	FALSE	Zm00004b006562	One-to-One	mRNA	moderate	missense_variant
Zm00001d002607	1	mu1047202	UFMu-06242	1	NA	NA	NA	NA	FALSE	Zm00004b006565	One-to-One	mRNA	moderate	missense_variant
Zm00001d002609	4	mu1019961|mu1030684|mu1031910|mu1094455	UFMu-00783|UFMu-02886|UFMu-02834|UFMu-11933	>=3	NA	NA	NA	NA	FALSE	Zm00004b006566	One-to-One	mRNA	moderate	missense_variant
Zm00001d002610	1	mu1049761	UFMu-05991	1	NA	NA	NA	NA	FALSE	Zm00004b006567	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d002613	1	mu1037828	UFMu-03922	1	NA	NA	NA	NA	FALSE	Zm00004b006570	One-to-One	mRNA	moderate	missense_variant
Zm00001d002623	1	mu1044693	UFMu-05794	1	NA	NA	NA	NA	FALSE	Zm00004b006578	One-to-One	mRNA	no_change	NA
Zm00001d002625	3	mu1037833|mu1085865|mu1089893	UFMu-03193|UFMu-11118,UFMu-11273|UFMu-11260	>=3	NA	NA	NA	NA	FALSE	Zm00004b006582	One-to-One	mRNA	high	stop_gained
Zm00001d002644	1	mu1017828	UFMu-00957	1	NA	NA	NA	NA	FALSE	Zm00004b006600	One-to-One	mRNA	modifier	intron_variant
Zm00001d002662	1	mu1066481	UFMu-08586	1	NA	NA	NA	NA	FALSE	Zm00004b006613	One-to-One	mRNA	moderate	missense_variant
Zm00001d002668	1	mu1052284	UFMu-06554	1	NA	NA	NA	NA	FALSE	Zm00004b006617	One-to-One	mRNA	moderate	missense_variant
Zm00001d002669	1	mu1006962	UFMu-00141	1	NA	NA	NA	NA	FALSE	Zm00004b006618	One-to-One	mRNA	moderate	missense_variant
Zm00001d002671	2	mu1035014|mu1089922	UFMu-03479|UFMu-11284	2	NA	NA	NA	NA	FALSE	Zm00004b006619	One-to-One	mRNA	moderate	missense_variant
Zm00001d002679	2	mu1044703|mu1089932	UFMu-05887|UFMu-12017	2	NA	NA	NA	NA	FALSE	Zm00004b006626	One-to-One	mRNA	low	synonymous_variant
Zm00001d002684	3	mu1013920|mu1023195|mu1052296	UFMu-01417,UFMu-03501|UFMu-02336,UFMu-10286|UFMu-06911	>=3	NA	NA	NA	NA	FALSE	Zm00004b006630	One-to-One	mRNA	no_change	NA
Zm00001d002687	5	mu1061696|mu1066488|mu1066489|mu1076536|mu1089937	UFMu-09019|UFMu-08349|UFMu-08349|UFMu-09010|UFMu-13335,UFMu-13759	>=3	NA	NA	NA	NA	FALSE	Zm00004b006633	One-to-One	mRNA	moderate	missense_variant
Zm00001d002696	3	mu1032444|mu1047231|mu1089943	UFMu-02691|UFMu-06161|UFMu-11204	>=3	NA	NA	NA	NA	FALSE	Zm00004b006641	One-to-One	mRNA	moderate	missense_variant
Zm00001d002705	1	mu1029676	UFMu-02943	1	NA	NA	NA	NA	FALSE	Zm00004b006652,Zm00004b006654	Many-to-Many	mRNA	moderate	missense_variant
Zm00001d002711	2	mu1013947|mu1013948	UFMu-01307|UFMu-01263	2	NA	NA	NA	NA	FALSE	Zm00004b006655	One-to-One	mRNA	moderate	missense_variant
Zm00001d002713	1	mu1084646	UFMu-10192	1	NA	NA	NA	NA	FALSE	Zm00004b006657	One-to-One	mRNA	modifier	intron_variant
Zm00001d002715	3	mu1008998|mu1040835|mu1066507	UFMu-00082|UFMu-04760|UFMu-08297	>=3	NA	NA	NA	NA	FALSE	Zm00004b006659	One-to-One	mRNA	modifier	intron_variant
Zm00001d002717	1	mu1089981	UFMu-11158	1	NA	NA	NA	NA	FALSE	Zm00004b006661	One-to-One	mRNA	no_change	NA
Zm00001d002718	4	mu1013961|mu1031381|mu1037873|mu1089982	UFMu-01467,UFMu-06612|UFMu-02847|UFMu-03250|UFMu-13442	>=3	GRAS	81	3	3/81	TRUE	Zm00004b006662	One-to-One	mRNA	moderate	missense_variant
Zm00001d002729	1	mu1055807	UFMu-07177	1	NA	NA	NA	NA	FALSE	Zm00004b006671,Zm00004b006672	Many-to-Many	mRNA	modifier	intron_variant
Zm00001d002730	1	mu1013972	UFMu-01998	1	NA	NA	NA	NA	FALSE	Zm00004b006673	One-to-One	mRNA	no_change	NA
Zm00001d002734	1	mu1022531	UFMu-02327	1	NA	NA	NA	NA	FALSE	Zm00004b006677	One-to-One	mRNA	moderate	missense_variant
Zm00001d002737	1	mu1007715	UFMu-00469	1	NA	NA	NA	NA	FALSE	Zm00004b006679	One-to-One	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant
Zm00001d002738	1	mu1052036	UFMu-06722	1	NA	NA	NA	NA	FALSE	Zm00004b006680	One-to-One	mRNA	no_change	NA
Zm00001d002740	1	mu1066530	UFMu-08805	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	missense_variant
Zm00001d002751	1	mu1010414	UFMu-00271	1	NA	NA	NA	NA	FALSE	Zm00004b006694	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d002757	2	mu1066545|mu1070947	UFMu-08477|UFMu-02693	2	NA	NA	NA	NA	FALSE	Zm00004b006699	One-to-One	mRNA	modifier	intron_variant
Zm00001d002759	2	mu1047296|mu1055846	UFMu-06482|UFMu-07274	2	NA	NA	NA	NA	FALSE	Zm00004b006701	One-to-One	mRNA	no_change	NA
Zm00001d002771	2	mu1017042|mu1085917	UFMu-06493|UFMu-11109	2	NA	NA	NA	NA	FALSE	Zm00004b006712	One-to-One	mRNA	moderate	missense_variant
Zm00001d002776	1	mu1034122	UFMu-03220	1	NA	NA	NA	NA	FALSE	Zm00004b006717	One-to-One	mRNA	no_change	NA
Zm00001d002778	1	mu1047310	UFMu-06531	1	NA	NA	NA	NA	FALSE	Zm00004b006719	One-to-One	mRNA	modifier	intron_variant
Zm00001d002782	2	mu1059214|mu1085924	UFMu-07786|UFMu-10967	2	Trihelix	46	5	5/46	TRUE	Zm00004b006723	One-to-One	mRNA	moderate	missense_variant
Zm00001d002797	2	mu1079369|mu1085937	UFMu-08971|UFMu-10864,UFMu-11186	2	NA	NA	NA	NA	FALSE	Zm00004b006733	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d002801	3	mu1066587|mu1074718|mu1074718	UFMu-08329|UFMu-03723|UFMu-12627	>=3	Trihelix	46	6	6/46	TRUE	Zm00004b006736	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d002803	1	mu1085949	UFMu-10968	1	NA	NA	NA	NA	FALSE	Zm00004b006739	One-to-Many	mRNA	moderate	missense_variant
Zm00001d002806	1	mu1047347	UFMu-06453	1	DBB	14	1	1/14	TRUE	Zm00004b006740	One-to-One	mRNA	modifier	intron_variant
Zm00001d002811	2	mu1035166|mu1066596	UFMu-03228|UFMu-08432	2	GATA	36	2	2/36	TRUE	Zm00004b006742	One-to-One	mRNA	moderate	missense_variant
Zm00001d002812	2	mu1007070|mu1019413	UFMu-00253|UFMu-00995	2	NA	NA	NA	NA	FALSE	Zm00004b006743	One-to-Many	mRNA	moderate	missense_variant
Zm00001d002819	4	mu1014076|mu1052395|mu1072215|mu1085956	UFMu-01469|UFMu-06787|UFMu-02088,UFMu-04554|UFMu-10865,UFMu-11186	>=3	NA	NA	NA	NA	FALSE	Zm00004b006749	One-to-One	mRNA	moderate	missense_variant
Zm00001d002823	2	mu1055895|mu1066608	UFMu-07286|UFMu-08566	2	NA	NA	NA	NA	FALSE	Zm00004b006754	One-to-One	mRNA	modifier	intron_variant
Zm00001d002830	1	mu1023482	UFMu-01881	1	NA	NA	NA	NA	FALSE	Zm00004b006763	One-to-One	mRNA	high	start_lost
Zm00001d002833	1	mu1047374	UFMu-06312	1	NA	NA	NA	NA	FALSE	Zm00004b006765	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d002842	1	mu1084683	UFMu-10378	1	NA	NA	NA	NA	FALSE	Zm00004b006773	One-to-One	mRNA	modifier	intron_variant
Zm00001d002851	1	mu1090201	UFMu-11149	1	NA	NA	NA	NA	FALSE	Zm00004b006780	One-to-One	mRNA	no_change	NA
Zm00001d002853	4	mu1007923|mu1018990|mu1059262|mu1066628	UFMu-00110,UFMu-03300,UFMu-03775,UFMu-05081|UFMu-01167|UFMu-08159|UFMu-08683	>=3	NA	NA	NA	NA	FALSE	Zm00004b006782	One-to-One	mRNA	moderate	missense_variant
Zm00001d002857	1	mu1066630	UFMu-08319	1	NA	NA	NA	NA	FALSE	Zm00004b006787	One-to-One	mRNA	no_change	NA
Zm00001d002860	1	mu1009909	UFMu-00562	1	NA	NA	NA	NA	FALSE	Zm00004b006790	One-to-One	mRNA	moderate	conservative_inframe_deletion
Zm00001d002865	3	mu1014115|mu1083194|mu1090215	UFMu-01576|UFMu-10378|UFMu-12984	>=3	NA	NA	NA	NA	FALSE	Zm00004b006793	One-to-One	mRNA	moderate	missense_variant
Zm00001d002869	5	mu1014116|mu1038002|mu1044816|mu1047403|mu1055922	UFMu-01864|UFMu-03701|UFMu-05595|UFMu-06466|UFMu-07477	>=3	NA	NA	NA	NA	FALSE	Zm00004b006797	One-to-One	mRNA	low	splice_region_variant
Zm00001d002873	1	mu1022264	UFMu-02115	1	NA	NA	NA	NA	FALSE	Zm00004b006801	One-to-One	mRNA	modifier	intron_variant
Zm00001d002879	2	mu1035881|mu1090217	UFMu-03260|UFMu-13428	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	frameshift_variant
Zm00001d002881	1	mu1052445	UFMu-06546	1	NA	NA	NA	NA	FALSE	Zm00004b006806	One-to-One	mRNA	moderate	missense_variant
Zm00001d002919	1	mu1014126	UFMu-01798	1	NA	NA	NA	NA	FALSE	Zm00004b006837	One-to-One	mRNA	modifier	intron_variant
Zm00001d002925	8	mu1017049|mu1043540|mu1047407|mu1055926|mu1076700|mu1082351|mu1083195|mu1094554	UFMu-01806|UFMu-04979|UFMu-06526|UFMu-07564|UFMu-09139|UFMu-09526|UFMu-10183|UFMu-12158	>=3	NA	NA	NA	NA	FALSE	Zm00004b006841,Zm00004b006842,Zm00004b006844	Many-to-One	mRNA	modifier	intron_variant
Zm00001d002928	1	mu1019019	UFMu-00601	1	NA	NA	NA	NA	FALSE	Zm00004b006846	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d002929	1	mu1050285	UFMu-06000	1	ARF	36	4	4/36	TRUE	Zm00004b006847	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d002937	1	mu1038007	UFMu-02480	1	NA	NA	NA	NA	FALSE	Zm00004b006854	One-to-One	mRNA	high	splice_donor_variant
Zm00001d002938	2	mu1066645|mu1090221	UFMu-08501|UFMu-13928	2	NA	NA	NA	NA	FALSE	Zm00004b006855	One-to-One	mRNA	moderate	missense_variant
Zm00001d002939	3	mu1043539|mu1059282|mu1090225	UFMu-05113|UFMu-07906|UFMu-11354	>=3	NA	NA	NA	NA	FALSE	Zm00004b006858	One-to-One	mRNA	moderate	missense_variant
Zm00001d002944	2	mu1047414|mu1047415	UFMu-05993|UFMu-06452	2	NA	NA	NA	NA	FALSE	Zm00004b006865	One-to-One	mRNA	moderate	missense_variant
Zm00001d002946	1	mu1059284	UFMu-08230	1	NA	NA	NA	NA	FALSE	Zm00004b006867	One-to-One	mRNA	low	splice_region_variant
Zm00001d002955	1	mu1055931	UFMu-07426	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	splice_donor_variant
Zm00001d002956	1	mu1094558	UFMu-11262	1	NA	NA	NA	NA	FALSE	Zm00004b006874	One-to-One	mRNA	moderate	missense_variant
Zm00001d002968	1	mu1090232	UFMu-13149	1	NA	NA	NA	NA	FALSE	Zm00004b006886	One-to-One	mRNA	moderate	missense_variant
Zm00001d002979	1	mu1055936	UFMu-07567	1	NA	NA	NA	NA	FALSE	Zm00004b006895	One-to-One	mRNA	moderate	missense_variant
Zm00001d002980	1	mu1040894	UFMu-04617	1	NA	NA	NA	NA	FALSE	Zm00004b006896	One-to-One	mRNA	no_change	NA
Zm00001d002999	2	mu1038010|mu1038010	UFMu-02892,UFMu-03491,UFMu-05794|UFMu-10697	2	NA	NA	NA	NA	FALSE	Zm00004b006913	One-to-One	mRNA	moderate	missense_variant
Zm00001d003002	1	mu1052456	UFMu-06960	1	NA	NA	NA	NA	FALSE	Zm00004b006916	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d003003	1	mu1022418	UFMu-02410	1	NA	NA	NA	NA	FALSE	Zm00004b006917	One-to-One	mRNA	high	frameshift_variant
Zm00001d003004	2	mu1047420|mu1059287	UFMu-06439|UFMu-08088	2	NA	NA	NA	NA	FALSE	Zm00004b006918	One-to-One	mRNA	moderate	missense_variant
Zm00001d003007	2	mu1032155|mu1061032	UFMu-02693,UFMu-07255|UFMu-07891	2	NA	NA	NA	NA	FALSE	Zm00004b006921	One-to-One	mRNA	moderate	missense_variant
Zm00001d003021	3	mu1021537|mu1055938|mu1076714	UFMu-01259|UFMu-07384|UFMu-08942	>=3	NA	NA	NA	NA	FALSE	Zm00004b006931,Zm00004b006934,Zm00004b006936	Many-to-Many	mRNA	moderate	missense_variant
Zm00001d003023	3	mu1021537|mu1055938|mu1076714	UFMu-01259|UFMu-07384|UFMu-08942	>=3	NA	NA	NA	NA	FALSE	Zm00004b006931,Zm00004b006934,Zm00004b006936	Many-to-Many	mRNA	high	frameshift_variant
Zm00001d003039	1	mu1022513	UFMu-01872	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	frameshift_variant
Zm00001d003040	1	mu1044822	UFMu-05941	1	NA	NA	NA	NA	FALSE	Zm00004b006946	One-to-One	mRNA	moderate	missense_variant
Zm00001d003049	1	mu1043532	UFMu-04869	1	NA	NA	NA	NA	FALSE	Zm00004b006958	One-to-One	mRNA	moderate	missense_variant
Zm00001d003059	1	mu1047424	UFMu-06501	1	NA	NA	NA	NA	FALSE	Zm00004b006965	One-to-One	mRNA	moderate	missense_variant
Zm00001d003062	2	mu1030627|mu1076715	UFMu-02537|UFMu-09140	2	NA	NA	NA	NA	FALSE	Zm00004b006967	One-to-One	mRNA	moderate	missense_variant
Zm00001d003071	1	mu1029703	UFMu-02716	1	NA	NA	NA	NA	FALSE	Zm00004b006973	One-to-One	mRNA	moderate	missense_variant
Zm00001d003072	1	mu1066654	UFMu-08626	1	NA	NA	NA	NA	FALSE	Zm00004b006974	One-to-One	mRNA	no_change	NA
Zm00001d003076	1	mu1059289	UFMu-07769	1	NA	NA	NA	NA	FALSE	Zm00004b006975	One-to-One	mRNA	low	synonymous_variant
Zm00001d003085	1	mu1037573	UFMu-04179	1	NA	NA	NA	NA	FALSE	Zm00004b006983	One-to-One	mRNA	low	synonymous_variant
Zm00001d003101	1	mu1055945	UFMu-07613	1	NA	NA	NA	NA	FALSE	Zm00004b006994	One-to-One	mRNA	moderate	missense_variant
Zm00001d003102	1	mu1059291	UFMu-08240	1	NA	NA	NA	NA	FALSE	Zm00004b006995	One-to-One	mRNA	moderate	missense_variant
Zm00001d003103	2	mu1076719|mu1085986	UFMu-09060|UFMu-11036	2	NA	NA	NA	NA	FALSE	Zm00004b006996	One-to-One	mRNA	low	synonymous_variant
Zm00001d003114	1	mu1043524	UFMu-05380	1	NA	NA	NA	NA	FALSE	Zm00004b007005	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d003117	1	mu1066662	UFMu-08426,UFMu-09307	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	transcript_ablation
Zm00001d003119	1	mu1040901	UFMu-04314	1	NA	NA	NA	NA	FALSE	Zm00004b007011	One-to-One	mRNA	moderate	missense_variant
Zm00001d003125	1	mu1038022	UFMu-02845	1	NA	NA	NA	NA	FALSE	Zm00004b007015	One-to-One	mRNA	moderate	missense_variant
Zm00001d003140	1	mu1038023	UFMu-04038	1	NA	NA	NA	NA	FALSE	Zm00004b007022	One-to-One	mRNA	high	frameshift_variant
Zm00001d003164	1	mu1038024	UFMu-03479	1	NA	NA	NA	NA	FALSE	Zm00004b007043	One-to-One	mRNA	no_change	NA
Zm00001d003181	1	mu1090261	UFMu-11161	1	NA	NA	NA	NA	FALSE	Zm00004b007057	One-to-One	mRNA	high	frameshift_variant
Zm00001d003182	1	mu1031904	UFMu-02858	1	NA	NA	NA	NA	FALSE	Zm00004b007058	One-to-One	mRNA	moderate	missense_variant
Zm00001d003183	1	mu1022930	UFMu-02287	1	NA	NA	NA	NA	FALSE	Zm00004b007059,Zm00004b007060	Many-to-One	mRNA	moderate	missense_variant
Zm00001d003185	1	mu1076729	UFMu-08896	1	NA	NA	NA	NA	FALSE	Zm00004b007061,Zm00004b007064	Many-to-Many,Many-to-One	mRNA	non-syntenic	frameshift_variant
Zm00001d003187	1	mu1014156	UFMu-02006	1	NA	NA	NA	NA	FALSE	Zm00004b007064	One-to-Many	mRNA	non-syntenic	start_lost
Zm00001d003213	3	mu1025241|mu1052472|mu1055951	UFMu-03629|UFMu-06869|UFMu-07277	>=3	NA	NA	NA	NA	FALSE	Zm00004b007089	One-to-One	mRNA	moderate	missense_variant
Zm00001d003214	2	mu1090271|mu1090272	UFMu-11271|UFMu-13533	2	NA	NA	NA	NA	FALSE	Zm00004b007090	One-to-One	mRNA	moderate	missense_variant
Zm00001d003227	1	mu1030099	UFMu-02562	1	NA	NA	NA	NA	FALSE	Zm00004b007098	One-to-One	mRNA	no_change	NA
Zm00001d003228	1	mu1080899	UFMu-09852	1	NA	NA	NA	NA	FALSE	Zm00004b007099	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d003229	2	mu1001702|mu1001702	UFMu-00277,UFMu-00951,UFMu-02542,UFMu-03118,UFMu-03705,UFMu-04893|UFMu-11015	2	NA	NA	NA	NA	FALSE	Zm00004b007100	One-to-One	mRNA	modifier	intron_variant
Zm00001d003245	4	mu1018528|mu1055953|mu1055954|mu1055955	UFMu-01111|UFMu-07222|UFMu-07222|UFMu-07564	>=3	NA	NA	NA	NA	FALSE	Zm00004b007111	One-to-One	mRNA	no_change	NA
Zm00001d003249	2	mu1066673|mu1094566	UFMu-08319|UFMu-12357	2	NA	NA	NA	NA	FALSE	Zm00004b007115	One-to-One	mRNA	moderate	missense_variant
Zm00001d003251	1	mu1066675	UFMu-08786	1	NA	NA	NA	NA	FALSE	Zm00004b007117	One-to-One	mRNA	moderate	missense_variant
Zm00001d003254	4	mu1023728|mu1040908|mu1043511|mu1075424	UFMu-05940|UFMu-04496|UFMu-04999|UFMu-05940,UFMu-09139,UFMu-12255	>=3	NA	NA	NA	NA	FALSE	Zm00004b007119	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d003257	5	mu1035511|mu1044827|mu1044827|mu1052481|mu1070210	UFMu-03575|UFMu-05868|UFMu-06507|UFMu-06939|UFMu-02602	>=3	NA	NA	NA	NA	FALSE	Zm00004b007121	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d003258	2	mu1035511|mu1070210	UFMu-03575|UFMu-02602	2	NA	NA	NA	NA	FALSE	Zm00004b007122	One-to-One	mRNA	moderate	missense_variant
Zm00001d003259	1	mu1055958	UFMu-07494	1	NA	NA	NA	NA	FALSE	Zm00004b007123	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d003261	1	mu1066676	UFMu-08754	1	NA	NA	NA	NA	FALSE	Zm00004b007127	One-to-One	mRNA	non-syntenic	frameshift_variant
Zm00001d003266	3	mu1047441|mu1047442|mu1083208	UFMu-06504|UFMu-06401|UFMu-10455	>=3	NA	NA	NA	NA	FALSE	Zm00004b007131	One-to-One	mRNA	moderate	missense_variant
Zm00001d003271	1	mu1009789	UFMu-00464	1	NA	NA	NA	NA	FALSE	Zm00004b007134	One-to-One	mRNA	moderate	missense_variant
Zm00001d003276	1	mu1040910	UFMu-04503	1	NA	NA	NA	NA	FALSE	Zm00004b007137	One-to-One	mRNA	moderate	missense_variant
Zm00001d003277	2	mu1047444|mu1066680	UFMu-06509|UFMu-08587	2	NA	NA	NA	NA	FALSE	Zm00004b007138,Zm00004b007139	Many-to-Many,Many-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d003281	1	mu1043510	UFMu-04999	1	NA	NA	NA	NA	FALSE	Zm00004b007140	One-to-One	mRNA	moderate	missense_variant
