mid	sids	gid	etype	eidx
mu1005625	UFMu-00168,UFMu-00859	Zm00001d002089	intron	4
mu1005629	UFMu-00429	Zm00001d022480	cds	1
mu1005631_2	UFMu-00002	Zm00001d017946	intron	14
mu1005638	UFMu-00432	Zm00001d011562	cds	3
mu1005648	UFMu-00454	Zm00001d047309	intron	1
mu1005650	UFMu-00231	Zm00001d014848	utr5	1
mu1005665	UFMu-00157,UFMu-02695,UFMu-03445,UFMu-05577	Zm00001d027934	intron	1
mu1005704	UFMu-00086	Zm00001d032049	utr5	1
mu1005736	UFMu-01466,UFMu-04398	Zm00001d037636	utr5	1
mu1005777	UFMu-03656,UFMu-04497	Zm00001d032704	utr5	1
mu1005790	UFMu-00086	Zm00001d045756	utr5	2
mu1005801	UFMu-01246,UFMu-03175,UFMu-03704,UFMu-07666,UFMu-10689,UFMu-12585	Zm00001d051678	intron	1
mu1005806	UFMu-00395	Zm00001d026487	utr5	1
mu1005813	UFMu-00490,UFMu-04465,UFMu-06419,UFMu-08132,UFMu-10951,UFMu-11199	Zm00001d047859	utr5	1
mu1005832	UFMu-00020,UFMu-06596,UFMu-10689	Zm00001d038946	utr5	1
mu1005833	UFMu-00020,UFMu-01246,UFMu-02900,UFMu-03656,UFMu-04497,UFMu-11382,UFMu-13759	Zm00001d024225	utr5	1
mu1005868	UFMu-00020,UFMu-03704,UFMu-06596,UFMu-07666	Zm00001d041649	utr5	1
mu1005926	UFMu-00514,UFMu-00867,UFMu-02716,UFMu-03160,UFMu-06928,UFMu-13143	Zm00001d046400	utr5	1
mu1005934	UFMu-00434	Zm00001d048564	utr5	1
mu1005974	UFMu-00087	Zm00001d014862	utr5	1
mu1005982	UFMu-00274,UFMu-04186	Zm00001d006091	utr5	1
mu1005986	UFMu-00422	Zm00001d028366	cds	5
mu1005987	UFMu-00563	Zm00001d040205	cds	1
mu1005991	UFMu-00520	Zm00001d034491	utr5	1
mu1005998	UFMu-00215,UFMu-08120,UFMu-10984,UFMu-11197	Zm00001d050434	intron	1
mu1006021	UFMu-00086	Zm00001d047428	utr5	1
mu1006036	UFMu-00020,UFMu-02900,UFMu-03240,UFMu-03704,UFMu-04315,UFMu-11020	Zm00001d053404	intron	1
mu1006041	UFMu-00314	Zm00001d031848	cds	2
mu1006054	UFMu-00086	Zm00001d045319	cds	1
mu1006068	UFMu-00027,UFMu-01330,UFMu-04214	Zm00001d021788	intron	1
mu1006162	UFMu-00249,UFMu-10707	Zm00001d035925	intron	1
mu1006222	UFMu-00114,UFMu-01051,UFMu-09531,UFMu-11436,UFMu-12265,UFMu-13149	Zm00001d025963	utr5	1
mu1006277	UFMu-00319,UFMu-01061,UFMu-03577	Zm00001d053642	utr5	1
mu1006279	UFMu-00490,UFMu-04136,UFMu-05102	Zm00001d015086	intron	6
mu1006336	UFMu-00295,UFMu-00588,UFMu-01714,UFMu-02622,UFMu-04035	Zm00001d022499	intron	1
mu1006344	UFMu-00086,UFMu-11271	Zm00001d023506	utr5	1
mu1006377	UFMu-00272,UFMu-05696	Zm00001d045312	utr3	1
mu1006459	UFMu-00381,UFMu-00920,UFMu-03237	Zm00001d036654	utr5	1
mu1006483	UFMu-00431	Zm00001d006321	utr5	1
mu1006522	UFMu-00550	Zm00001d034409	utr5	1
mu1006541	UFMu-00117,UFMu-05081,UFMu-13188	Zm00001d029027	utr5	1
mu1006571	UFMu-00434	Zm00001d000099	utr5	1
mu1006587	UFMu-00556,UFMu-06549,UFMu-13872	Zm00001d028308	utr5	1
mu1006642	UFMu-00177	Zm00001d021444	cds	1
mu1006653_2	UFMu-00297,UFMu-02704	Zm00001d033745	utr5	1
mu1006698	UFMu-00342,UFMu-04505	Zm00001d014112	utr5	1
mu1006788_2	UFMu-00296	Zm00001d047491	intron	1
mu1006830	UFMu-01343,UFMu-03656,UFMu-04497	Zm00001d032703	utr5	1
mu1006857	UFMu-00348	Zm00001d028533	cds	1
mu1006859	UFMu-00403,UFMu-02709,UFMu-03501,UFMu-03924	Zm00001d010564	utr5	1
mu1006873	UFMu-00576	Zm00001d046690	utr5	1
mu1006942	UFMu-00514,UFMu-01180,UFMu-03171,UFMu-03654,UFMu-07749	Zm00001d017618	cds	1
mu1006962	UFMu-00141	Zm00001d002669	cds	1
mu1007030	UFMu-00561	Zm00001d051586	cds	1
mu1007039	UFMu-00361	Zm00001d009517	cds	5
mu1007041	UFMu-00386	Zm00001d039101	utr5	1
mu1007042	UFMu-00341	Zm00001d043682	cds	1
mu1007044	UFMu-00003	Zm00001d009903	intron	2
mu1007045	UFMu-00403	Zm00001d039385	intron	9
mu1007046	UFMu-00567	Zm00001d034754	utr5	1
mu1007048	UFMu-00140,UFMu-01783,UFMu-02828	Zm00001d049805	utr3	1
mu1007049	UFMu-00451,UFMu-06865	Zm00001d016531	utr5	1
mu1007050	UFMu-00277	Zm00001d029105	utr5	1
mu1007052	UFMu-00015	Zm00001d012146	intron	1
mu1007053	UFMu-00386	Zm00001d014019	intron	1
mu1007054_2	UFMu-00212	Zm00001d007204	intron	1
mu1007056	UFMu-00253	Zm00001d051789	utr5	1
mu1007059	UFMu-00056	Zm00001d035696	utr5	1
mu1007060	UFMu-00530	Zm00001d014900	cds	1
mu1007064	UFMu-00531	Zm00001d002450	cds	1
mu1007067	UFMu-00436	Zm00001d047362	cds	2
mu1007068	UFMu-00267,UFMu-00907,UFMu-03662	Zm00001d032632	cds	1
mu1007070	UFMu-00253	Zm00001d002812	cds	1
mu1007071	UFMu-00001	Zm00001d010271	intron	2
mu1007072	UFMu-00153	Zm00001d044407	utr5	1
mu1007073	UFMu-00290	Zm00001d035818	utr5	1
mu1007076	UFMu-00528	Zm00001d015125	utr5	1
mu1007077	UFMu-00327	Zm00001d007892	cds	8
mu1007078	UFMu-00428	Zm00001d022335	utr5	1
mu1007079	UFMu-00242	Zm00001d047528	utr5	1
mu1007080	UFMu-00242,UFMu-03234,UFMu-06669	Zm00001d024338	utr5	1
mu1007081	UFMu-00469,UFMu-06782	Zm00001d047638	utr5	1
mu1007082	UFMu-00520	Zm00001d007907	cds	20
mu1007084	UFMu-00075	Zm00001d012838	cds	1
mu1007085	UFMu-00184,UFMu-07773	Zm00001d017171	cds	6
mu1007087	UFMu-00386	Zm00001d021536	utr5	1
mu1007092	UFMu-00242,UFMu-00970,UFMu-06509	Zm00001d020932	intron	1
mu1007094	UFMu-00496,UFMu-12934	Zm00001d039653	utr5	1
mu1007095	UFMu-00425,UFMu-03708,UFMu-04510,UFMu-04890	Zm00001d034245	cds	1
mu1007096	UFMu-00496	Zm00001d025304	cds	1
mu1007098	UFMu-00194	Zm00001d049940	utr5	1
mu1007099	UFMu-00570,UFMu-03169,UFMu-03778,UFMu-06756	Zm00001d021541	utr5	1
mu1007101	UFMu-00242	Zm00001d004448	intron	1
mu1007102	UFMu-00015,UFMu-00706,UFMu-03185,UFMu-07114	Zm00001d028047	utr5	1
mu1007103	UFMu-00401	Zm00001d033726	utr5	1
mu1007106	UFMu-00253	Zm00001d003251	intron	1
mu1007108	UFMu-02201,UFMu-08608	Zm00001d036827	intron	3
mu1007112	UFMu-00212	Zm00001d037051	utr5	1
mu1007113	UFMu-00049	Zm00001d015102	utr5	1
mu1007114	UFMu-00254	Zm00001d003742	intron	1
mu1007115	UFMu-00567	Zm00001d013971	cds	1
mu1007116	UFMu-00255	Zm00001d004810	intron	6
mu1007117	UFMu-00001	Zm00001d025704	cds	1
mu1007118	UFMu-00337	Zm00001d003890	utr5	1
mu1007119	UFMu-00369	Zm00001d034667	intron	1
mu1007120	UFMu-00290	Zm00001d002156	utr5	1
mu1007121	UFMu-00253	Zm00001d013419	intron	1
mu1007123	UFMu-00266,UFMu-07715	Zm00001d026296	utr5	1
mu1007125	UFMu-00469,UFMu-06782	Zm00001d038475	cds	1
mu1007127	UFMu-06504,UFMu-00457,UFMu-01150	Zm00001d012404	intron	1
mu1007129	UFMu-00481	Zm00001d019115	intron	1
mu1007133	UFMu-00496	Zm00001d033629	intron	1
mu1007134	UFMu-00362,UFMu-00920,UFMu-02651,UFMu-03237,UFMu-03691,UFMu-04889,UFMu-09464,UFMu-10971	Zm00001d035887	utr5	1
mu1007136	UFMu-00242	Zm00001d047908	utr5	1
mu1007137	UFMu-00567	Zm00001d013406	intron	1
mu1007138	UFMu-00332,UFMu-01391,UFMu-04406	Zm00001d052561	utr5	1
mu1007139	UFMu-00423	Zm00001d010869	cds	2
mu1007140	UFMu-00253,UFMu-04954	Zm00001d043095	cds	2
mu1007141	UFMu-00160	Zm00001d016566	cds	1
mu1007142	UFMu-00253	Zm00001d042804	utr5	1
mu1007144	UFMu-00212,UFMu-04179	Zm00001d012931	utr5	1
mu1007146	UFMu-07355	Zm00001d049099	utr5	1
mu1007147	UFMu-00502	Zm00001d022264	utr3	1
mu1007149	UFMu-00566	Zm00001d021864	utr5	1
mu1007150	UFMu-00116	Zm00001d042973	cds	5
mu1007152	UFMu-00469,UFMu-06782,UFMu-07329	Zm00001d013108	utr5	1
mu1007154	UFMu-00255,UFMu-06509	Zm00001d017992	intron	1
mu1007155	UFMu-00403,UFMu-02709,UFMu-03501	Zm00001d052842	cds	2
mu1007159	UFMu-00260	Zm00001d042052	utr5	1
mu1007160	UFMu-00423	Zm00001d001825	cds	1
mu1007162	UFMu-00399	Zm00001d028359	utr5	1
mu1007164	UFMu-00317	Zm00001d017616	cds	1
mu1007166	UFMu-06244,UFMu-00436	Zm00001d045157	utr5	1
mu1007168	UFMu-00469	Zm00001d047563	cds	1
mu1007171	UFMu-00183	Zm00001d005917	utr5	1
mu1007172	UFMu-00469,UFMu-06492,UFMu-06782	Zm00001d022132	intron	1
mu1007173	UFMu-05970,UFMu-00436,UFMu-01172,UFMu-03722	Zm00001d035772	intron	6
mu1007174	UFMu-00260,UFMu-00867,UFMu-02633,UFMu-06780	Zm00001d012450	intron	1
mu1007175	UFMu-00253	Zm00001d037412	intron	1
mu1007177	UFMu-00534	Zm00001d048526	utr5	1
mu1007180	UFMu-00092,UFMu-03233	Zm00001d045340	intron	2
mu1007181	UFMu-00267	Zm00001d024365	utr5	1
mu1007183	UFMu-00253	Zm00001d028114	intron	1
mu1007187	UFMu-00335	Zm00001d004916	intron	2
mu1007192	UFMu-00496	Zm00001d032600	cds	1
mu1007193	UFMu-00269,UFMu-07273	Zm00001d034678	cds	3
mu1007194	UFMu-00385	Zm00001d001813	utr5	1
mu1007195	UFMu-00457,UFMu-01150	Zm00001d027300	intron	2
mu1007196	UFMu-00425,UFMu-00733	Zm00001d027320	cds	2
mu1007196	UFMu-00425,UFMu-00733	Zm00001d027321	cds	1
mu1007197	UFMu-00361	Zm00001d044329	intron	2
mu1007201	UFMu-02964,UFMu-03099,UFMu-03800,UFMu-05016,UFMu-05485	Zm00001d009967	utr5	1
mu1007202	UFMu-00744,UFMu-06566	Zm00001d036972	utr5	1
mu1007203	UFMu-00310	Zm00001d003292	utr5	1
mu1007205	UFMu-00457	Zm00001d042347	cds	1
mu1007207	UFMu-00576	Zm00001d013989	cds	1
mu1007208	UFMu-00001	Zm00001d042719	utr5	1
mu1007211	UFMu-00242	Zm00001d001010	intron	2
mu1007212	UFMu-00269	Zm00001d051014	utr5	1
mu1007213	UFMu-00457,UFMu-01150	Zm00001d021729	utr5	1
mu1007214	UFMu-00146,UFMu-00853	Zm00001d047842	utr3	1
mu1007215	UFMu-00382	Zm00001d031858	cds	1
mu1007216	UFMu-09441,UFMu-00423	Zm00001d005675	cds	1
mu1007218	UFMu-00098	Zm00001d014726	utr5	1
mu1007220	UFMu-00255	Zm00001d021395	utr5	3
mu1007221	UFMu-00475,UFMu-00770	Zm00001d033873	utr5	1
mu1007223	UFMu-00469,UFMu-06492,UFMu-06782	Zm00001d022132	intron	1
mu1007224	UFMu-00386,UFMu-05723,UFMu-06781,UFMu-07285	Zm00001d042025	utr5	1
mu1007226	UFMu-00148	Zm00001d008724	intron	2
mu1007229	UFMu-00098	Zm00001d028924	cds	3
mu1007232	UFMu-00434	Zm00001d002797	intron	1
mu1007233	UFMu-00469	Zm00001d039181	cds	3
mu1007235	UFMu-00469,UFMu-06492,UFMu-06782	Zm00001d022006	utr5	1
mu1007238	UFMu-00317	Zm00001d008238	utr5	1
mu1007239	UFMu-00566	Zm00001d050747	utr5	1
mu1007242	UFMu-00386	Zm00001d042499	cds	1
mu1007244_2	UFMu-00317,UFMu-00741,UFMu-03653	Zm00001d043076	utr5	1
mu1007247	UFMu-00260,UFMu-02633,UFMu-06516	Zm00001d044458	utr5	1
mu1007248	UFMu-00098	Zm00001d006344	utr5	1
mu1007252	UFMu-00212	Zm00001d013951	utr5	1
mu1007253	UFMu-00432	Zm00001d042534	cds	1
mu1007254	UFMu-00475,UFMu-00770	Zm00001d024967	utr5	1
mu1007257	UFMu-00085,UFMu-07101,UFMu-07175	Zm00001d038311	utr5	1
mu1007258	UFMu-07514,UFMu-00067,UFMu-00770	Zm00001d025720	utr5	1
mu1007259	UFMu-00194,UFMu-01735,UFMu-02967,UFMu-03416,UFMu-04376,UFMu-04855,UFMu-10823,UFMu-12595	Zm00001d023249	cds	1
mu1007262	UFMu-00534	Zm00001d022201	cds	1
mu1007263	UFMu-00526,UFMu-00590,UFMu-03236,UFMu-05776,UFMu-06803,UFMu-09515,UFMu-09991	Zm00001d032310	utr5	2
mu1007265	UFMu-00231	Zm00001d034853	utr5	1
mu1007267	UFMu-00291,UFMu-09992	Zm00001d043387	utr5	1
mu1007270	UFMu-00266	Zm00001d032239	utr3	1
mu1007271	UFMu-00317	Zm00001d034361	utr5	1
mu1007272	UFMu-00386	Zm00001d052043	cds	2
mu1007275	UFMu-00461	Zm00001d030048	intron	1
mu1007276	UFMu-00167,UFMu-05698	Zm00001d042168	utr5	1
mu1007277	UFMu-00167	Zm00001d034350	utr5	1
mu1007280	UFMu-00461	Zm00001d051573	cds	1
mu1007283	UFMu-00469,UFMu-06782	Zm00001d036148	utr5	1
mu1007287	UFMu-00133	Zm00001d050092	cds	1
mu1007295	UFMu-00502	Zm00001d051233	utr5	1
mu1007296	UFMu-00242	Zm00001d024543	intron	1
mu1007297	UFMu-00305	Zm00001d011510	utr5	1
mu1007300	UFMu-00088	Zm00001d048620	intron	1
mu1007304_2	UFMu-00533	Zm00001d049325	utr5	1
mu1007306	UFMu-00457,UFMu-01150	Zm00001d044221	utr5	1
mu1007307	UFMu-00215	Zm00001d047519	utr5	1
mu1007308	UFMu-00457,UFMu-01150	Zm00001d011252	utr5	1
mu1007310_2	UFMu-00526,UFMu-06803	Zm00001d021831	cds	1
mu1007311	UFMu-00006,UFMu-09469,UFMu-11253	Zm00001d005108	utr5	1
mu1007314	UFMu-00177,UFMu-11213,UFMu-13437	Zm00001d041179	cds	1
mu1007317	UFMu-00293	Zm00001d042868	utr3	1
mu1007318	UFMu-00502	Zm00001d003297	intron	2
mu1007320	UFMu-00282	Zm00001d046717	utr5	1
mu1007324	UFMu-00558,UFMu-02853,UFMu-07446	Zm00001d017642	utr5	1
mu1007329	UFMu-00317,UFMu-00741,UFMu-02672,UFMu-03763	Zm00001d002338	cds	1
mu1007332	UFMu-00001	Zm00001d014255	utr5	1
mu1007333	UFMu-00403	Zm00001d022469	cds	2
mu1007334	UFMu-00386	Zm00001d046586	cds	1
mu1007335	UFMu-00461	Zm00001d010200	utr5	1
mu1007336	UFMu-00460,UFMu-07965	Zm00001d031259	cds	4
mu1007344	UFMu-00074	Zm00001d013526	cds	1
mu1007345	UFMu-00005,UFMu-05791	Zm00001d009872	utr5	1
mu1007346	UFMu-00520,UFMu-07245	Zm00001d018884	utr5	1
mu1007350_2	UFMu-00254,UFMu-01153,UFMu-03203,UFMu-05381,UFMu-06470,UFMu-10975,UFMu-11204	Zm00001d046681	cds	5
mu1007355	UFMu-00098	Zm00001d028205	utr5	1
mu1007359	UFMu-00321	Zm00001d007029	utr5	1
mu1007362	UFMu-00290	Zm00001d047843	utr5	1
mu1007363	UFMu-00166,UFMu-05979	Zm00001d004090	cds	1
mu1007364	UFMu-00157	Zm00001d031691	utr5	1
mu1007366	UFMu-00301	Zm00001d041255	intron	2
mu1007369	UFMu-00469,UFMu-05983,UFMu-07784	Zm00001d002267	utr5	1
mu1007371	UFMu-00448	Zm00001d002599	cds	2
mu1007372	UFMu-00225	Zm00001d028109	utr5	1
mu1007374	UFMu-00317,UFMu-00741	Zm00001d003657	cds	1
mu1007380	UFMu-00253	Zm00001d051789	utr5	1
mu1007381	UFMu-00376,UFMu-04188	Zm00001d045138	intron	6
mu1007384	UFMu-00193,UFMu-01467	Zm00001d020620	utr3	2
mu1007385	UFMu-00242	Zm00001d013652	utr3	1
mu1007387	UFMu-07973,UFMu-00212	Zm00001d052411	utr5	1
mu1007388	UFMu-00403	Zm00001d003504	cds	1
mu1007389	UFMu-00461,UFMu-01702	Zm00001d038577	intron	2
mu1007389	UFMu-00461,UFMu-01702	Zm00001d038578	utr5	1
mu1007391	UFMu-00260,UFMu-00867	Zm00001d053022	utr5	1
mu1007392	UFMu-00183	Zm00001d024783	intron	2
mu1007394	UFMu-00550	Zm00001d013828	utr5	1
mu1007396	UFMu-00452,UFMu-06783,UFMu-07426	Zm00001d002319	intron	1
mu1007396	UFMu-00452,UFMu-06783,UFMu-07426	Zm00001d002320	utr5	1
mu1007401	UFMu-00386	Zm00001d040334	intron	2
mu1007403	UFMu-00444	Zm00001d043855	intron	2
mu1007404	UFMu-00432,UFMu-06758	Zm00001d006433	utr5	1
mu1007406	UFMu-00488	Zm00001d037949	cds	1
mu1007408	UFMu-00315,UFMu-01367	Zm00001d027448	utr5	3
mu1007409	UFMu-00520,UFMu-04869	Zm00001d020230	utr5	1
mu1007410	UFMu-00567	Zm00001d013796	utr5	1
mu1007411	UFMu-00386	Zm00001d015844	utr5	1
mu1007412	UFMu-00212	Zm00001d023634	utr5	1
mu1007413	UFMu-00317,UFMu-00741,UFMu-03763,UFMu-07431	Zm00001d015329	intron	13
mu1007415	UFMu-06551,UFMu-00576	Zm00001d037434	utr5	1
mu1007417	UFMu-00576,UFMu-11121	Zm00001d016228	utr5	1
mu1007420	UFMu-00242	Zm00001d045208	cds	1
mu1007426	UFMu-00183,UFMu-08170	Zm00001d006776	utr5	1
mu1007427	UFMu-00386	Zm00001d048527	intron	2
mu1007430	UFMu-08170,UFMu-00183	Zm00001d006776	utr5	1
mu1007433	UFMu-00157	Zm00001d043489	cds	2
mu1007434	UFMu-00500	Zm00001d007947	cds	11
mu1007436	UFMu-00183,UFMu-01660	Zm00001d029010	cds	1
mu1007437	UFMu-00317	Zm00001d045978	intron	1
mu1007439	UFMu-00244,UFMu-00719	Zm00001d005925	utr5	1
mu1007440	UFMu-00217	Zm00001d040356	cds	1
mu1007443	UFMu-00567	Zm00001d006203	utr5	1
mu1007445	UFMu-00264,UFMu-04301,UFMu-09495,UFMu-11033,UFMu-11703	Zm00001d021362	utr5	1
mu1007447	UFMu-00526,UFMu-00740,UFMu-02626,UFMu-06803,UFMu-09515,UFMu-09991	Zm00001d053741	utr5	2
mu1007448	UFMu-00205	Zm00001d021942	utr5	1
mu1007449	UFMu-00570	Zm00001d007064	cds	1
mu1007451	UFMu-11262,UFMu-12397	Zm00001d019432	utr5	1
mu1007452	UFMu-00423	Zm00001d044226	intron	2
mu1007454	UFMu-00160	Zm00001d006438	utr5	1
mu1007455	UFMu-00004,UFMu-02865,UFMu-05970	Zm00001d026621	utr5	1
mu1007457	UFMu-00425,UFMu-00733	Zm00001d005769	intron	2
mu1007460	UFMu-00376,UFMu-04188,UFMu-05723,UFMu-06546,UFMu-11313	Zm00001d001928	utr5	1
mu1007461	UFMu-00317,UFMu-04317	Zm00001d032464	utr5	1
mu1007464	UFMu-06500,UFMu-00242	Zm00001d048318	utr5	1
mu1007465	UFMu-00160,UFMu-03253,UFMu-10963	Zm00001d035751	utr5	1
mu1007466	UFMu-00011,UFMu-01155,UFMu-05970	Zm00001d012840	cds	2
mu1007467	UFMu-00196	Zm00001d013067	cds	1
mu1007468	UFMu-00184	Zm00001d032220	intron	14
mu1007469	UFMu-00153	Zm00001d006079	cds	2
mu1007471	UFMu-00242	Zm00001d027353	utr3	1
mu1007472	UFMu-00436	Zm00001d000153	intron	1
mu1007473	UFMu-00444	Zm00001d001939	utr5	1
mu1007475	UFMu-00550,UFMu-02862,UFMu-03472,UFMu-03726	Zm00001d006342	cds	1
mu1007477	UFMu-00471,UFMu-02900,UFMu-04510,UFMu-07944,UFMu-13155	Zm00001d042590	utr5	1
mu1007478	UFMu-00206	Zm00001d001868	cds	1
mu1007479	UFMu-00266,UFMu-00707	Zm00001d028208	utr5	1
mu1007480	UFMu-00481,UFMu-02564	Zm00001d047873	utr5	1
mu1007483	UFMu-00436	Zm00001d005816	cds	1
mu1007486	UFMu-00469,UFMu-00932,UFMu-02637,UFMu-06491,UFMu-06782,UFMu-11082	Zm00001d034429	cds	1
mu1007489	UFMu-00255	Zm00001d021024	cds	2
mu1007490	UFMu-00129,UFMu-04502	Zm00001d021024	intron	1
mu1007491	UFMu-00212	Zm00001d014324	cds	4
mu1007493	UFMu-00253,UFMu-11261	Zm00001d005959	cds	1
mu1007495	UFMu-00432	Zm00001d018795	intron	1
mu1007496	UFMu-00432	Zm00001d017748	cds	2
mu1007498	UFMu-00366,UFMu-00870,UFMu-02672,UFMu-03763,UFMu-07431	Zm00001d004650	cds	1
mu1007500	UFMu-00088	Zm00001d019062	intron	2
mu1007502	UFMu-00242	Zm00001d053016	cds	1
mu1007507	UFMu-00469,UFMu-11033	Zm00001d010867	utr5	1
mu1007510	UFMu-00253,UFMu-04156	Zm00001d007075	utr5	1
mu1007512	UFMu-00317,UFMu-00741	Zm00001d004633	cds	2
mu1007516	UFMu-00529	Zm00001d015115	intron	1
mu1007518	UFMu-00157	Zm00001d028238	utr5	1
mu1007519	UFMu-00192,UFMu-03443,UFMu-05787,UFMu-07532	Zm00001d011426	cds	2
mu1007521	UFMu-00210	Zm00001d044073	intron	2
mu1007529	UFMu-00193,UFMu-00985,UFMu-01735	Zm00001d046939	utr5	1
mu1007531	UFMu-00183	Zm00001d052185	utr5	1
mu1007535	UFMu-00205	Zm00001d018399	cds	1
mu1007536	UFMu-00425,UFMu-00733	Zm00001d039596	utr5	1
mu1007537	UFMu-00500	Zm00001d007010	cds	1
mu1007542	UFMu-00352	Zm00001d039994	cds	1
mu1007545	UFMu-00310	Zm00001d031927	utr5	1
mu1007546	UFMu-00533	Zm00001d033537	utr5	1
mu1007548	UFMu-00386	Zm00001d013989	utr5	1
mu1007549	UFMu-00496	Zm00001d042090	utr5	2
mu1007552	UFMu-00306,UFMu-07375	Zm00001d015066	utr5	1
mu1007552_2	UFMu-00306,UFMu-07375	Zm00001d010092	utr5	1
mu1007554	UFMu-00496	Zm00001d016807	utr5	1
mu1007556	UFMu-00183	Zm00001d034601	cds	1
mu1007558	UFMu-00533,UFMu-04471	Zm00001d014122	utr5	1
mu1007560	UFMu-00296	Zm00001d010973	cds	1
mu1007562	UFMu-00452	Zm00001d028904	utr5	1
mu1007564	UFMu-00017	Zm00001d040090	intron	1
mu1007568	UFMu-00386	Zm00001d002950	utr5	1
mu1007569	UFMu-00461	Zm00001d009212	utr5	1
mu1007571	UFMu-00317	Zm00001d031415	utr5	1
mu1007573	UFMu-00114	Zm00001d049092	utr5	1
mu1007575	UFMu-00105,UFMu-07183,UFMu-10512	Zm00001d033527	utr5	1
mu1007577	UFMu-00317,UFMu-00741	Zm00001d018428	utr5	1
mu1007578	UFMu-00253	Zm00001d043257	utr5	1
mu1007579	UFMu-05885,UFMu-07361	Zm00001d016783	utr5	1
mu1007580	UFMu-00317	Zm00001d048891	intron	1
mu1007582	UFMu-00148	Zm00001d045312	utr5	1
mu1007582	UFMu-00148	Zm00001d045313	cds	1
mu1007584	UFMu-00253,UFMu-05786,UFMu-05970	Zm00001d053658	utr5	1
mu1007585	UFMu-00423	Zm00001d006825	utr5	1
mu1007587	UFMu-00196	Zm00001d027242	intron	1
mu1007587_2	UFMu-00196	Zm00001d001796	intron	1
mu1007588	UFMu-00184	Zm00001d041267	utr5	1
mu1007592	UFMu-13982,UFMu-03287	Zm00001d023659	intron	2
mu1007594	UFMu-00166	Zm00001d037786	utr5	1
mu1007597	UFMu-00415	Zm00001d014911	utr3	2
mu1007598	UFMu-00327	Zm00001d027963	cds	1
mu1007599	UFMu-00282,UFMu-02687,UFMu-07376	Zm00001d039144	utr5	1
mu1007600	UFMu-00529	Zm00001d034104	cds	1
mu1007602	UFMu-00430	Zm00001d028707	utr5	1
mu1007603_2	UFMu-00157	Zm00001d051864	cds	1
mu1007604	UFMu-00086,UFMu-00750,UFMu-01263,UFMu-04205	Zm00001d004121	utr5	1
mu1007605	UFMu-06867,UFMu-07184,UFMu-00570,UFMu-01166,UFMu-03169	Zm00001d031471	intron	1
mu1007606	UFMu-00184	Zm00001d005833	cds	4
mu1007610	UFMu-00531	Zm00001d032337	utr5	1
mu1007613	UFMu-00117,UFMu-03300,UFMu-03775,UFMu-05081,UFMu-06843	Zm00001d034590	cds	1
mu1007617_2	UFMu-00461	Zm00001d051864	cds	1
mu1007618	UFMu-00296	Zm00001d029420	cds	2
mu1007620	UFMu-00305	Zm00001d034191	cds	12
mu1007623	UFMu-00423	Zm00001d010816	utr5	1
mu1007624	UFMu-00436	Zm00001d043905	utr5	2
mu1007625	UFMu-00436,UFMu-00622	Zm00001d047694	cds	1
mu1007627	UFMu-00317,UFMu-00741	Zm00001d028162	intron	3
mu1007630	UFMu-00424	Zm00001d025663	cds	1
mu1007634	UFMu-06519,UFMu-00067,UFMu-00770	Zm00001d052376	utr5	1
mu1007636	UFMu-00253,UFMu-01155,UFMu-03722,UFMu-05786,UFMu-05970	Zm00001d001858	cds	1
mu1007638	UFMu-00386	Zm00001d012886	utr5	1
mu1007640	UFMu-00160,UFMu-00724,UFMu-03242,UFMu-04311,UFMu-10011	Zm00001d045324	cds	4
mu1007641	UFMu-00067	Zm00001d034796	utr5	2
mu1007642	UFMu-00531	Zm00001d038820	utr5	1
mu1007644	UFMu-00005	Zm00001d019225	intron	1
mu1007645	UFMu-00157	Zm00001d043776	cds	1
mu1007646	UFMu-00291	Zm00001d010783	utr5	1
mu1007651	UFMu-00200	Zm00001d024624	intron	2
mu1007653	UFMu-00444	Zm00001d002065	cds	4
mu1007654	UFMu-00277,UFMu-04590	Zm00001d026645	utr5	1
mu1007660	UFMu-00212	Zm00001d041601	utr5	1
mu1007662	UFMu-00382,UFMu-00675	Zm00001d009714	intron	1
mu1007663	UFMu-00576	Zm00001d010985	cds	1
mu1007666	UFMu-00428,UFMu-02692	Zm00001d018428	cds	2
mu1007668	UFMu-06782,UFMu-00469	Zm00001d016144	intron	3
mu1007673	UFMu-00423	Zm00001d035775	cds	9
mu1007676	UFMu-00317,UFMu-04648	Zm00001d051017	utr5	1
mu1007677	UFMu-00098	Zm00001d051759	cds	7
mu1007680	UFMu-00337	Zm00001d010852	cds	2
mu1007688	UFMu-00056	Zm00001d039628	intron	1
mu1007689	UFMu-00496	Zm00001d021287	utr5	1
mu1007692	UFMu-04451,UFMu-00534	Zm00001d010944	utr5	1
mu1007694	UFMu-00148	Zm00001d016084	utr5	1
mu1007696	UFMu-00546,UFMu-03726	Zm00001d027809	utr3	1
mu1007698	UFMu-00425	Zm00001d002690	utr5	1
mu1007699	UFMu-00248	Zm00001d025746	cds	1
mu1007706	UFMu-10379,UFMu-04345	Zm00001d049313	intron	6
mu1007707	UFMu-00076	Zm00001d038681	utr5	1
mu1007710	UFMu-00274	Zm00001d041471	utr5	1
mu1007711	UFMu-00317,UFMu-00741	Zm00001d037640	utr5	2
mu1007712	UFMu-00432,UFMu-02565,UFMu-08161	Zm00001d046317	utr5	1
